ind	reg	sex	chrom	nonEnrCG	nonEnrnonCG	EnrCG	EnrnonCG
S_Eskimo_Sireniki-1	CentralAsiaSiberia	M	17	72	832	0	0
S_Eskimo_Sireniki-2	CentralAsiaSiberia	F	17	82	861	0	0
S_Estonian-1	WestEurasia	M	17	86	900	0	0
S_Estonian-2	WestEurasia	M	17	85	949	0	0
S_Even-1	CentralAsiaSiberia	F	17	80	792	0	0
S_Even-2	CentralAsiaSiberia	M	17	90	911	0	0
S_Even-3	CentralAsiaSiberia	F	17	73	841	0	0
S_Finnish-1	WestEurasia	F	17	90	1012	0	0
S_Finnish-2	WestEurasia	M	17	81	900	0	0
S_Finnish-3	WestEurasia	M	17	87	897	0	0
S_French-1	WestEurasia	M	17	85	910	0	0
S_French-2	WestEurasia	F	17	79	853	0	0
S_Georgian-1	WestEurasia	M	17	96	879	0	0
S_Georgian-2	WestEurasia	M	17	68	905	0	0
S_Greek-1	WestEurasia	M	17	104	993	0	0
S_Greek-2	WestEurasia	M	17	72	889	0	0
S_Han-1	EastAsia	F	17	90	970	0	0
S_Han-2	EastAsia	M	17	92	809	0	0
S_Hazara-1	SouthAsia	M	17	90	857	0	0
S_Hazara-2	SouthAsia	M	17	87	984	0	0
S_Hezhen-1	EastAsia	M	17	79	775	0	0
S_Hezhen-2	EastAsia	F	17	80	841	0	0
S_Hungarian-1	WestEurasia	F	17	76	912	0	0
S_Hungarian-2	WestEurasia	M	17	83	889	0	0
S_Icelandic-1	WestEurasia	F	17	91	944	0	0
S_Icelandic-2	WestEurasia	F	17	81	942	0	0
S_Iranian-1	WestEurasia	M	17	79	887	0	0
S_Iranian-2	WestEurasia	M	17	80	901	0	0
S_Iraqi_Jew-1	WestEurasia	F	17	78	971	0	0
S_Iraqi_Jew-2	WestEurasia	M	17	81	853	0	0
S_Irula-1	SouthAsia	M	17	83	848	0	0
S_Irula-2	SouthAsia	M	17	92	910	0	0
S_Itelman-1	CentralAsiaSiberia	F	17	86	870	0	0
S_Japanese-1	EastAsia	M	17	90	838	0	0
S_Japanese-2	EastAsia	F	17	108	913	0	0
S_Japanese-3	EastAsia	M	17	91	928	0	0
S_Jordanian-1	WestEurasia	M	17	71	790	0	0
S_Jordanian-2	WestEurasia	M	17	87	900	0	0
S_Jordanian-3	WestEurasia	M	17	84	919	0	0
S_Kalash-1	SouthAsia	M	17	76	905	0	0
S_Kalash-2	SouthAsia	F	17	107	942	0	0
S_Kapu-1	SouthAsia	M	17	93	864	0	0
S_Kapu-2	SouthAsia	M	17	98	862	0	0
S_Karitiana-1	America	M	17	94	878	0	0
S_Karitiana-2	America	F	17	82	863	0	0
S_Khonda_Dora-1	SouthAsia	M	17	85	862	0	0
S_Kinh-1	EastAsia	F	17	95	941	0	0
S_Kinh-2	EastAsia	M	17	99	916	0	0
S_Korean-1	EastAsia	M	17	81	958	0	0
S_Korean-2	EastAsia	F	17	69	846	0	0
S_Kusunda-1	SouthAsia	M	17	75	835	0	0
S_Kusunda-2	SouthAsia	M	17	89	883	0	0
S_Kyrgyz-1	CentralAsiaSiberia	M	17	104	945	0	0
S_Kyrgyz-2	CentralAsiaSiberia	F	17	99	857	0	0
S_Lahu-1	EastAsia	F	17	103	956	0	0
S_Lahu-2	EastAsia	M	17	95	1000	0	0
S_Lezgin-1	WestEurasia	M	17	76	900	0	0
S_Lezgin-2	WestEurasia	M	17	86	839	0	0
S_Madiga-1	SouthAsia	M	17	100	857	0	0
S_Madiga-2	SouthAsia	M	17	88	806	0	0
S_Makrani-1	SouthAsia	M	17	87	856	0	0
S_Makrani-2	SouthAsia	F	17	93	835	0	0
S_Mala-2	SouthAsia	M	17	110	913	0	0
S_Mala-3	SouthAsia	M	17	80	866	0	0
S_Mansi-1	CentralAsiaSiberia	M	17	76	928	0	0
S_Mansi-2	CentralAsiaSiberia	F	17	62	837	0	0
S_Mayan-1	America	F	17	85	906	0	0
S_Mayan-2	America	F	17	82	915	0	0
S_Miao-1	EastAsia	M	17	95	875	0	0
S_Miao-2	EastAsia	F	17	96	987	0	0
S_Mixe-2	America	F	17	95	916	0	0
S_Mixe-3	America	F	17	93	911	0	0
S_Mixtec-1	America	M	17	68	830	0	0
S_Mixtec-2	America	F	17	84	835	0	0
S_Mongola-1	CentralAsiaSiberia	M	17	88	885	0	0
S_Mongola-2	CentralAsiaSiberia	F	17	86	844	0	0
S_Naxi-1	EastAsia	M	17	80	921	0	0
S_Naxi-2	EastAsia	F	17	94	876	0	0
S_Naxi-3	EastAsia	F	17	84	783	0	0
S_North_Ossetian-1	WestEurasia	M	17	98	893	0	0
S_North_Ossetian-2	WestEurasia	M	17	74	841	0	0
S_Norwegian-1	WestEurasia	F	17	75	857	0	0
S_Orcadian-1	WestEurasia	M	17	86	928	0	0
S_Orcadian-2	WestEurasia	F	17	92	943	0	0
S_Oroqen-1	EastAsia	M	17	87	884	0	0
S_Oroqen-2	EastAsia	F	17	71	902	0	0
S_Palestinian-1	WestEurasia	M	17	91	940	0	0
S_Palestinian-2	WestEurasia	M	17	97	929	0	0
S_Palestinian-3	WestEurasia	F	17	85	883	0	0
S_Pathan-1	SouthAsia	M	17	66	856	0	0
S_Pathan-2	SouthAsia	F	17	104	901	0	0
S_Piapoco-1	America	F	17	85	846	0	0
S_Piapoco-2	America	F	17	86	848	0	0
S_Pima-1	America	M	17	90	912	0	0
S_Pima-2	America	F	17	87	877	0	0
S_Polish-1	WestEurasia	M	17	71	887	0	0
S_Punjabi-1	SouthAsia	M	17	84	936	0	0
S_Punjabi-2	SouthAsia	M	17	84	777	0	0
S_Punjabi-3	SouthAsia	F	17	87	828	0	0
S_Punjabi-4	SouthAsia	F	17	84	843	0	0
S_Quechua-1	America	F	17	71	906	0	0
S_Quechua-2	America	M	17	75	856	0	0
S_Quechua-3	America	F	17	72	807	0	0
S_Relli-1	SouthAsia	M	17	91	846	0	0
S_Relli-2	SouthAsia	M	17	87	837	0	0
S_Russian-1	WestEurasia	M	17	96	948	0	0
S_Russian-2	WestEurasia	F	17	88	887	0	0
S_Saami-1	WestEurasia	F	17	89	913	0	0
S_Saami-2	WestEurasia	M	17	75	861	0	0
S_Samaritan-1	WestEurasia	M	17	94	956	0	0
S_Sardinian-1	WestEurasia	M	17	95	952	0	0
S_Sardinian-2	WestEurasia	F	17	105	975	0	0
S_She-1	EastAsia	F	17	71	866	0	0
S_She-2	EastAsia	M	17	89	841	0	0
S_Sindhi-1	SouthAsia	M	17	77	902	0	0
S_Sindhi-2	SouthAsia	F	17	80	806	0	0
S_Spanish-1	WestEurasia	M	17	85	808	0	0
S_Spanish-2	WestEurasia	F	17	82	908	0	0
S_Surui-1	America	F	17	96	849	0	0
S_Surui-2	America	F	17	96	942	0	0
S_Tajik-1	WestEurasia	M	17	71	865	0	0
S_Tajik-2	WestEurasia	M	17	82	839	0	0
S_Thai-1	EastAsia	M	17	114	913	0	0
S_Thai-2	EastAsia	F	17	92	924	0	0
S_Tlingit-1	CentralAsiaSiberia	M	17	68	917	0	0
S_Tlingit-2	CentralAsiaSiberia	F	17	95	873	0	0
S_Tu-1	EastAsia	M	17	94	912	0	0
S_Tu-2	EastAsia	F	17	82	840	0	0
S_Tubalar-1	CentralAsiaSiberia	F	17	103	825	0	0
S_Tubalar-2	CentralAsiaSiberia	F	17	92	882	0	0
S_Tujia-1	EastAsia	M	17	80	869	0	0
S_Tujia-2	EastAsia	F	17	92	839	0	0
S_Turkish-1	WestEurasia	M	17	102	940	0	0
S_Turkish-2	WestEurasia	F	17	74	821	0	0
S_Tuscan-1	WestEurasia	F	17	99	985	0	0
S_Tuscan-2	WestEurasia	M	17	71	869	0	0
S_Ulchi-1	CentralAsiaSiberia	F	17	85	876	0	0
S_Ulchi-2	CentralAsiaSiberia	F	17	82	881	0	0
S_Uygur-1	EastAsia	F	17	83	846	0	0
S_Uygur-2	EastAsia	M	17	92	810	0	0
S_Xibo-1	EastAsia	M	17	81	815	0	0
S_Xibo-2	EastAsia	M	17	88	862	0	0
S_Yadava-1	SouthAsia	M	17	74	877	0	0
S_Yadava-2	SouthAsia	M	17	94	820	0	0
S_Yakut-1	CentralAsiaSiberia	F	17	83	914	0	0
S_Yakut-2	CentralAsiaSiberia	M	17	97	934	0	0
S_Yemenite_Jew-1	WestEurasia	F	17	96	928	0	0
S_Yemenite_Jew-2	WestEurasia	M	17	78	870	0	0
S_Yi-1	EastAsia	M	17	67	801	0	0
S_Yi-2	EastAsia	F	17	74	760	0	0
S_Zapotec-1	America	M	17	83	883	0	0
S_Zapotec-2	America	M	17	89	882	0	0
S_Abkhasian-1	WestEurasia	M	18	62	812	0	0
S_Abkhasian-2	WestEurasia	M	18	67	814	0	0
S_Adygei-1	WestEurasia	M	18	59	807	0	0
S_Adygei-2	WestEurasia	F	18	94	893	0	0
S_Albanian-1	WestEurasia	F	18	79	839	0	0
S_Aleut-1	CentralAsiaSiberia	M	18	64	844	0	0
S_Aleut-2	CentralAsiaSiberia	F	18	74	809	0	0
S_Altaian-1	CentralAsiaSiberia	M	18	82	827	0	0
S_Ami-1	EastAsia	M	18	89	811	0	0
S_Ami-2	EastAsia	M	18	81	875	0	0
S_Armenian-1	WestEurasia	M	18	66	843	0	0
S_Armenian-2	WestEurasia	M	18	67	809	0	0
S_Atayal-1	EastAsia	M	18	75	846	0	0
S_Balochi-1	SouthAsia	M	18	81	831	0	0
S_Balochi-2	SouthAsia	M	18	87	793	0	0
S_Basque-1	WestEurasia	M	18	63	806	0	0
S_Basque-2	WestEurasia	F	18	83	791	0	0
S_BedouinB-1	WestEurasia	M	18	88	826	0	0
S_BedouinB-2	WestEurasia	F	18	80	855	0	0
S_Bengali-1	SouthAsia	M	18	80	836	0	0
S_Bengali-2	SouthAsia	F	18	84	829	0	0
S_Bergamo-1	WestEurasia	M	18	60	782	0	0
S_Bergamo-2	WestEurasia	F	18	73	778	0	0
S_Brahmin-1	SouthAsia	M	18	81	850	0	0
S_Brahmin-2	SouthAsia	M	18	71	885	0	0
S_Brahui-1	SouthAsia	M	18	88	861	0	0
S_Brahui-2	SouthAsia	M	18	86	852	0	0
S_Bulgarian-1	WestEurasia	M	18	74	867	0	0
S_Bulgarian-2	WestEurasia	M	18	63	781	0	0
S_Burmese-1	EastAsia	M	18	97	832	0	0
S_Burmese-2	EastAsia	M	18	81	870	0	0
S_Burusho-1	SouthAsia	M	18	77	902	0	0
S_Burusho-2	SouthAsia	F	18	78	860	0	0
S_Cambodian-1	EastAsia	M	18	86	784	0	0
S_Cambodian-2	EastAsia	F	18	85	850	0	0
S_Chane-1	America	M	18	69	852	0	0
S_Chechen-1	WestEurasia	M	18	83	794	0	0
S_Chukchi-1	CentralAsiaSiberia	M	18	78	864	0	0
S_Czech-2	WestEurasia	M	18	73	762	0	0
S_Dai-1	EastAsia	F	18	75	884	0	0
S_Dai-2	EastAsia	M	18	93	934	0	0
S_Dai-3	EastAsia	F	18	94	845	0	0
S_Daur-2	EastAsia	F	18	78	883	0	0
S_Druze-1	WestEurasia	F	18	76	772	0	0
S_Druze-2	WestEurasia	M	18	98	828	0	0
S_English-1	WestEurasia	M	18	74	816	0	0
S_English-2	WestEurasia	F	18	64	860	0	0
S_Eskimo_Chaplin-1	CentralAsiaSiberia	M	18	72	814	0	0
S_Eskimo_Naukan-1	CentralAsiaSiberia	F	18	79	880	0	0
S_Eskimo_Naukan-2	CentralAsiaSiberia	F	18	88	919	0	0
S_Eskimo_Sireniki-1	CentralAsiaSiberia	M	18	85	913	0	0
S_Eskimo_Sireniki-2	CentralAsiaSiberia	F	18	78	872	0	0
S_Estonian-1	WestEurasia	M	18	60	818	0	0
S_Estonian-2	WestEurasia	M	18	68	818	0	0
S_Even-1	CentralAsiaSiberia	F	18	70	854	0	0
S_Even-2	CentralAsiaSiberia	M	18	68	816	0	0
S_Even-3	CentralAsiaSiberia	F	18	84	915	0	0
S_Finnish-1	WestEurasia	F	18	73	816	0	0
S_Finnish-2	WestEurasia	M	18	64	822	0	0
S_Finnish-3	WestEurasia	M	18	72	793	0	0
S_French-1	WestEurasia	M	18	61	875	0	0
S_French-2	WestEurasia	F	18	75	742	0	0
S_Georgian-1	WestEurasia	M	18	66	872	0	0
S_Georgian-2	WestEurasia	M	18	88	834	0	0
S_Greek-1	WestEurasia	M	18	54	817	0	0
S_Greek-2	WestEurasia	M	18	65	763	0	0
S_Han-1	EastAsia	F	18	95	815	0	0
S_Han-2	EastAsia	M	18	72	812	0	0
S_Hazara-1	SouthAsia	M	18	75	866	0	0
S_Hazara-2	SouthAsia	M	18	69	842	0	0
S_Hezhen-1	EastAsia	M	18	75	867	0	0
S_Hezhen-2	EastAsia	F	18	84	764	0	0
S_Hungarian-1	WestEurasia	F	18	56	832	0	0
S_Hungarian-2	WestEurasia	M	18	61	869	0	0
S_Icelandic-1	WestEurasia	F	18	70	815	0	0
S_Icelandic-2	WestEurasia	F	18	75	804	0	0
S_Iranian-1	WestEurasia	M	18	88	776	0	0
S_Iranian-2	WestEurasia	M	18	81	793	0	0
S_Iraqi_Jew-1	WestEurasia	F	18	66	774	0	0
S_Iraqi_Jew-2	WestEurasia	M	18	83	808	0	0
S_Irula-1	SouthAsia	M	18	81	786	0	0
S_Irula-2	SouthAsia	M	18	73	830	0	0
S_Itelman-1	CentralAsiaSiberia	F	18	71	890	0	0
S_Japanese-1	EastAsia	M	18	81	824	0	0
S_Japanese-2	EastAsia	F	18	97	871	0	0
S_Japanese-3	EastAsia	M	18	90	851	0	0
S_Jordanian-1	WestEurasia	M	18	73	759	0	0
S_Jordanian-2	WestEurasia	M	18	66	845	0	0
S_Jordanian-3	WestEurasia	M	18	76	763	0	0
S_Kalash-1	SouthAsia	M	18	78	828	0	0
S_Kalash-2	SouthAsia	F	18	69	792	0	0
S_Kapu-1	SouthAsia	M	18	81	855	0	0
S_Kapu-2	SouthAsia	M	18	79	871	0	0
S_Karitiana-1	America	M	18	69	834	0	0
S_Karitiana-2	America	F	18	85	886	0	0
S_Khonda_Dora-1	SouthAsia	M	18	70	888	0	0
S_Kinh-1	EastAsia	F	18	75	807	0	0
S_Kinh-2	EastAsia	M	18	90	860	0	0
S_Korean-1	EastAsia	M	18	93	892	0	0
S_Korean-2	EastAsia	F	18	87	889	0	0
S_Kusunda-1	SouthAsia	M	18	84	823	0	0
S_Kusunda-2	SouthAsia	M	18	79	854	0	0
S_Kyrgyz-1	CentralAsiaSiberia	M	18	73	898	0	0
S_Kyrgyz-2	CentralAsiaSiberia	F	18	77	860	0	0
S_Lahu-1	EastAsia	F	18	82	861	0	0
S_Lahu-2	EastAsia	M	18	74	868	0	0
S_Lezgin-1	WestEurasia	M	18	66	782	0	0
S_Lezgin-2	WestEurasia	M	18	69	830	0	0
S_Madiga-1	SouthAsia	M	18	79	838	0	0
S_Madiga-2	SouthAsia	M	18	104	867	0	0
S_Makrani-1	SouthAsia	M	18	62	770	0	0
S_Makrani-2	SouthAsia	F	18	59	717	0	0
S_Mala-2	SouthAsia	M	18	84	828	0	0
S_Mala-3	SouthAsia	M	18	72	767	0	0
S_Mansi-1	CentralAsiaSiberia	M	18	69	912	0	0
S_Mansi-2	CentralAsiaSiberia	F	18	59	826	0	0
S_Mayan-1	America	F	18	72	882	0	0
S_Mayan-2	America	F	18	71	842	0	0
S_Miao-1	EastAsia	M	18	87	811	0	0
S_Miao-2	EastAsia	F	18	72	761	0	0
S_Mixe-2	America	F	18	76	890	0	0
S_Mixe-3	America	F	18	54	851	0	0
S_Mixtec-1	America	M	18	75	906	0	0
S_Mixtec-2	America	F	18	85	956	0	0
S_Mongola-1	CentralAsiaSiberia	M	18	71	871	0	0
S_Mongola-2	CentralAsiaSiberia	F	18	71	890	0	0
S_Naxi-1	EastAsia	M	18	80	825	0	0
S_Naxi-2	EastAsia	F	18	66	801	0	0
S_Naxi-3	EastAsia	F	18	75	925	0	0
S_North_Ossetian-1	WestEurasia	M	18	80	796	0	0
S_North_Ossetian-2	WestEurasia	M	18	57	752	0	0
S_Norwegian-1	WestEurasia	F	18	71	786	0	0
S_Orcadian-1	WestEurasia	M	18	77	783	0	0
S_Orcadian-2	WestEurasia	F	18	80	818	0	0
S_Oroqen-1	EastAsia	M	18	83	851	0	0
S_Oroqen-2	EastAsia	F	18	74	896	0	0
S_Palestinian-1	WestEurasia	M	18	65	788	0	0
S_Palestinian-2	WestEurasia	M	18	71	863	0	0
S_Palestinian-3	WestEurasia	F	18	70	749	0	0
S_Pathan-1	SouthAsia	M	18	73	814	0	0
S_Pathan-2	SouthAsia	F	18	69	867	0	0
S_Piapoco-1	America	F	18	62	853	0	0
S_Piapoco-2	America	F	18	63	915	0	0
S_Pima-1	America	M	18	73	816	0	0
S_Pima-2	America	F	18	85	874	0	0
S_Polish-1	WestEurasia	M	18	72	855	0	0
S_Punjabi-1	SouthAsia	M	18	87	926	0	0
S_Punjabi-2	SouthAsia	M	18	94	831	0	0
S_Punjabi-3	SouthAsia	F	18	64	811	0	0
S_Punjabi-4	SouthAsia	F	18	79	804	0	0
S_Quechua-1	America	F	18	72	874	0	0
S_Quechua-2	America	M	18	87	848	0	0
S_Quechua-3	America	F	18	77	825	0	0
S_Relli-1	SouthAsia	M	18	77	787	0	0
S_Relli-2	SouthAsia	M	18	92	810	0	0
S_Russian-1	WestEurasia	M	18	78	906	0	0
S_Russian-2	WestEurasia	F	18	83	835	0	0
S_Saami-1	WestEurasia	F	18	70	820	0	0
S_Saami-2	WestEurasia	M	18	85	816	0	0
S_Samaritan-1	WestEurasia	M	18	52	749	0	0
S_Sardinian-1	WestEurasia	M	18	65	802	0	0
S_Sardinian-2	WestEurasia	F	18	84	809	0	0
S_She-1	EastAsia	F	18	81	848	0	0
S_She-2	EastAsia	M	18	87	844	0	0
S_Sindhi-1	SouthAsia	M	18	87	869	0	0
S_Sindhi-2	SouthAsia	F	18	90	801	0	0
S_Spanish-1	WestEurasia	M	18	73	851	0	0
S_Spanish-2	WestEurasia	F	18	65	802	0	0
S_Surui-1	America	F	18	69	886	0	0
S_Surui-2	America	F	18	78	931	0	0
S_Tajik-1	WestEurasia	M	18	89	806	0	0
S_Tajik-2	WestEurasia	M	18	69	867	0	0
S_Thai-1	EastAsia	M	18	87	810	0	0
S_Thai-2	EastAsia	F	18	68	812	0	0
S_Tlingit-1	CentralAsiaSiberia	M	18	74	790	0	0
S_Tlingit-2	CentralAsiaSiberia	F	18	71	861	0	0
S_Tu-1	EastAsia	M	18	84	892	0	0
S_Tu-2	EastAsia	F	18	72	808	0	0
S_Tubalar-1	CentralAsiaSiberia	F	18	84	866	0	0
S_Tubalar-2	CentralAsiaSiberia	F	18	82	858	0	0
S_Tujia-1	EastAsia	M	18	91	910	0	0
S_Tujia-2	EastAsia	F	18	71	841	0	0
S_Turkish-1	WestEurasia	M	18	71	835	0	0
S_Turkish-2	WestEurasia	F	18	77	792	0	0
S_Tuscan-1	WestEurasia	F	18	68	765	0	0
S_Tuscan-2	WestEurasia	M	18	82	794	0	0
S_Ulchi-1	CentralAsiaSiberia	F	18	65	883	0	0
S_Ulchi-2	CentralAsiaSiberia	F	18	79	878	0	0
S_Uygur-1	EastAsia	F	18	79	845	0	0
S_Uygur-2	EastAsia	M	18	62	785	0	0
S_Xibo-1	EastAsia	M	18	88	827	0	0
S_Xibo-2	EastAsia	M	18	58	804	0	0
S_Yadava-1	SouthAsia	M	18	74	822	0	0
S_Yadava-2	SouthAsia	M	18	72	801	0	0
S_Yakut-1	CentralAsiaSiberia	F	18	70	920	0	0
S_Yakut-2	CentralAsiaSiberia	M	18	73	884	0	0
S_Yemenite_Jew-1	WestEurasia	F	18	69	779	0	0
S_Yemenite_Jew-2	WestEurasia	M	18	74	795	0	0
S_Yi-1	EastAsia	M	18	74	759	0	0
S_Yi-2	EastAsia	F	18	80	800	0	0
S_Zapotec-1	America	M	18	70	888	0	0
S_Zapotec-2	America	M	18	58	839	0	0
S_Abkhasian-1	WestEurasia	M	19	35	332	1	7
S_Abkhasian-2	WestEurasia	M	19	36	316	0	12
S_Adygei-1	WestEurasia	M	19	44	329	0	10
S_Adygei-2	WestEurasia	F	19	50	338	1	8
S_Albanian-1	WestEurasia	F	19	42	341	2	1
S_Aleut-1	CentralAsiaSiberia	M	19	34	302	1	5
S_Aleut-2	CentralAsiaSiberia	F	19	30	306	0	4
S_Altaian-1	CentralAsiaSiberia	M	19	44	389	2	4
S_Ami-1	EastAsia	M	19	40	376	1	6
S_Ami-2	EastAsia	M	19	48	370	0	3
S_Armenian-1	WestEurasia	M	19	39	341	0	5
S_Armenian-2	WestEurasia	M	19	37	282	0	9
S_Atayal-1	EastAsia	M	19	40	338	2	9
S_Balochi-1	SouthAsia	M	19	24	323	0	8
S_Balochi-2	SouthAsia	M	19	32	349	3	9
S_Basque-1	WestEurasia	M	19	37	318	1	12
S_Basque-2	WestEurasia	F	19	34	316	4	10
S_BedouinB-1	WestEurasia	M	19	46	362	0	9
S_BedouinB-2	WestEurasia	F	19	37	308	0	7
S_Bengali-1	SouthAsia	M	19	35	341	0	7
S_Bengali-2	SouthAsia	F	19	43	377	1	10
S_Bergamo-1	WestEurasia	M	19	44	315	0	3
S_Bergamo-2	WestEurasia	F	19	40	319	0	1
S_Brahmin-1	SouthAsia	M	19	32	331	2	6
S_Brahmin-2	SouthAsia	M	19	47	317	0	4
S_Brahui-1	SouthAsia	M	19	36	362	0	6
S_Brahui-2	SouthAsia	M	19	29	327	0	7
S_Bulgarian-1	WestEurasia	M	19	27	337	0	5
S_Bulgarian-2	WestEurasia	M	19	39	361	2	4
S_Burmese-1	EastAsia	M	19	43	375	0	9
S_Burmese-2	EastAsia	M	19	36	335	0	7
S_Burusho-1	SouthAsia	M	19	39	347	1	9
S_Burusho-2	SouthAsia	F	19	34	336	1	11
S_Cambodian-1	EastAsia	M	19	35	320	1	10
S_Cambodian-2	EastAsia	F	19	44	344	1	3
S_Chane-1	America	M	19	41	322	0	4
S_Chechen-1	WestEurasia	M	19	42	363	1	7
S_Chukchi-1	CentralAsiaSiberia	M	19	40	305	0	8
S_Czech-2	WestEurasia	M	19	31	333	2	6
S_Dai-1	EastAsia	F	19	38	364	1	6
S_Dai-2	EastAsia	M	19	37	329	2	7
S_Dai-3	EastAsia	F	19	53	339	0	4
S_Daur-2	EastAsia	F	19	32	353	0	12
S_Druze-1	WestEurasia	F	19	32	341	1	7
S_Druze-2	WestEurasia	M	19	45	358	1	7
S_English-1	WestEurasia	M	19	41	328	2	14
S_English-2	WestEurasia	F	19	47	343	1	6
S_Eskimo_Chaplin-1	CentralAsiaSiberia	M	19	40	376	1	4
S_Eskimo_Naukan-1	CentralAsiaSiberia	F	19	38	320	1	8
S_Eskimo_Naukan-2	CentralAsiaSiberia	F	19	47	326	2	6
S_Eskimo_Sireniki-1	CentralAsiaSiberia	M	19	33	339	1	9
S_Eskimo_Sireniki-2	CentralAsiaSiberia	F	19	35	336	1	4
S_Estonian-1	WestEurasia	M	19	35	348	0	7
S_Estonian-2	WestEurasia	M	19	33	336	2	6
S_Even-1	CentralAsiaSiberia	F	19	46	380	0	4
S_Even-2	CentralAsiaSiberia	M	19	39	330	0	6
S_Even-3	CentralAsiaSiberia	F	19	46	376	2	4
S_Finnish-1	WestEurasia	F	19	36	360	0	8
S_Finnish-2	WestEurasia	M	19	45	402	1	8
S_Finnish-3	WestEurasia	M	19	37	340	0	6
S_French-1	WestEurasia	M	19	50	326	1	3
S_French-2	WestEurasia	F	19	41	362	2	4
S_Georgian-1	WestEurasia	M	19	31	352	1	6
S_Georgian-2	WestEurasia	M	19	39	330	2	4
S_Greek-1	WestEurasia	M	19	42	358	1	7
S_Greek-2	WestEurasia	M	19	35	328	0	8
S_Han-1	EastAsia	F	19	44	341	0	6
S_Han-2	EastAsia	M	19	34	365	0	2
S_Hazara-1	SouthAsia	M	19	45	341	0	0
S_Hazara-2	SouthAsia	M	19	32	347	0	16
S_Hezhen-1	EastAsia	M	19	33	277	0	8
S_Hezhen-2	EastAsia	F	19	43	347	0	7
S_Hungarian-1	WestEurasia	F	19	31	341	1	5
S_Hungarian-2	WestEurasia	M	19	52	307	2	11
S_Icelandic-1	WestEurasia	F	19	41	349	0	5
S_Icelandic-2	WestEurasia	F	19	39	297	1	2
S_Iranian-1	WestEurasia	M	19	35	350	1	2
S_Iranian-2	WestEurasia	M	19	36	307	1	6
S_Iraqi_Jew-1	WestEurasia	F	19	21	324	1	6
S_Iraqi_Jew-2	WestEurasia	M	19	36	290	0	7
S_Irula-1	SouthAsia	M	19	45	291	0	11
S_Irula-2	SouthAsia	M	19	31	362	2	5
S_Itelman-1	CentralAsiaSiberia	F	19	39	321	0	8
S_Japanese-1	EastAsia	M	19	32	304	1	7
S_Japanese-2	EastAsia	F	19	50	389	0	11
S_Japanese-3	EastAsia	M	19	25	341	0	5
S_Jordanian-1	WestEurasia	M	19	51	369	1	5
S_Jordanian-2	WestEurasia	M	19	39	308	1	7
S_Jordanian-3	WestEurasia	M	19	49	372	1	9
S_Kalash-1	SouthAsia	M	19	41	345	1	9
S_Kalash-2	SouthAsia	F	19	46	329	2	5
S_Kapu-1	SouthAsia	M	19	40	324	0	6
S_Kapu-2	SouthAsia	M	19	35	352	0	11
S_Karitiana-1	America	M	19	31	374	1	8
S_Karitiana-2	America	F	19	50	387	2	9
S_Khonda_Dora-1	SouthAsia	M	19	43	314	2	1
S_Kinh-1	EastAsia	F	19	49	383	1	8
S_Kinh-2	EastAsia	M	19	32	332	0	10
S_Korean-1	EastAsia	M	19	41	351	1	7
S_Korean-2	EastAsia	F	19	34	324	1	13
S_Kusunda-1	SouthAsia	M	19	37	335	0	3
S_Kusunda-2	SouthAsia	M	19	37	384	0	12
S_Kyrgyz-1	CentralAsiaSiberia	M	19	43	332	0	8
S_Kyrgyz-2	CentralAsiaSiberia	F	19	41	328	2	10
S_Lahu-1	EastAsia	F	19	49	325	1	4
S_Lahu-2	EastAsia	M	19	34	301	0	1
S_Lezgin-1	WestEurasia	M	19	46	364	1	10
S_Lezgin-2	WestEurasia	M	19	58	357	4	2
S_Madiga-1	SouthAsia	M	19	43	353	1	6
S_Madiga-2	SouthAsia	M	19	39	351	1	2
S_Makrani-1	SouthAsia	M	19	51	355	0	7
S_Makrani-2	SouthAsia	F	19	23	316	0	7
S_Mala-2	SouthAsia	M	19	36	341	1	7
S_Mala-3	SouthAsia	M	19	48	329	2	7
S_Mansi-1	CentralAsiaSiberia	M	19	38	370	3	7
S_Mansi-2	CentralAsiaSiberia	F	19	41	372	0	10
S_Mayan-1	America	F	19	40	358	0	12
S_Mayan-2	America	F	19	38	336	0	10
S_Miao-1	EastAsia	M	19	34	315	1	8
S_Miao-2	EastAsia	F	19	41	392	0	8
S_Mixe-2	America	F	19	34	366	0	9
S_Mixe-3	America	F	19	33	356	0	7
S_Mixtec-1	America	M	19	39	385	0	8
S_Mixtec-2	America	F	19	48	380	0	8
S_Mongola-1	CentralAsiaSiberia	M	19	32	340	0	10
S_Mongola-2	CentralAsiaSiberia	F	19	35	356	0	3
S_Naxi-1	EastAsia	M	19	38	388	3	4
S_Naxi-2	EastAsia	F	19	41	331	0	4
S_Naxi-3	EastAsia	F	19	47	338	0	4
S_North_Ossetian-1	WestEurasia	M	19	33	360	0	6
S_North_Ossetian-2	WestEurasia	M	19	42	313	0	9
S_Norwegian-1	WestEurasia	F	19	28	330	1	9
S_Orcadian-1	WestEurasia	M	19	25	365	0	8
S_Orcadian-2	WestEurasia	F	19	39	331	0	5
S_Oroqen-1	EastAsia	M	19	39	379	3	9
S_Oroqen-2	EastAsia	F	19	45	363	0	3
S_Palestinian-1	WestEurasia	M	19	29	400	1	8
S_Palestinian-2	WestEurasia	M	19	39	352	1	6
S_Palestinian-3	WestEurasia	F	19	39	359	0	4
